Station_ID,Latitude,Longitude,Address,Charger_Type,Cost_USD_per_kWh,Availability_pct,Distance_to_City_km,Usage_Stats_avg_users_day,Station_Operator,Charging_Capacity_kW,Connector_Types,Installation_Year,Renewable_Energy_Source,Reviews_Rating,Parking_Spots,Maintenance_Frequency
EVST00599,46.456291,-1.306674,"8286 Paris St, Station Area",AC Level 2,0.1256,68.4,1.51,28.5,EVgo,26,J1772,2012,No,3.6,19,Monthly
EVST00600,47.713638,3.108867,"7954 Paris St, Station Area",DC Fast,0.3263,66.0,5.06,88.6,Blink,239,"J1772, Tesla Proprietary",2017,Yes,3.5,20,Monthly
EVST00601,49.079541,1.303667,"1372 Paris St, Station Area",AC Level 1,0.0912,75.5,10.68,18.1,Blink,6,"CCS, CHAdeMO, Type 2",2016,No,3.7,5,Annual
EVST00602,-33.319486,151.273247,"5896 Sydney St, Station Area",AC Level 2,0.1616,71.8,1.97,37.4,Shell Recharge,25,Type 2,2013,No,3.3,6,Monthly
EVST00603,-33.242592,151.079243,"8824 Sydney St, Station Area",DC Fast,0.3199,84.2,12.19,60.3,Electrify America,55,"CCS, J1772, Tesla Proprietary",2015,Yes,4.3,25,Quarterly
EVST00604,35.794167,-122.829956,"7737 San Francisco St, Station Area",AC Level 2,0.1591,56.9,10.82,32.2,Blink,26,"CHAdeMO, Tesla Proprietary",2015,No,3.9,1,Quarterly
EVST00605,-32.586771,152.394811,"3294 Sydney St, Station Area",AC Level 1,0.1138,71.8,20.7,4.3,Electrify America,4,"J1772, Type 2",2012,Yes,,7,Quarterly
EVST00606,47.656282,0.052903,"3927 Paris St, Station Area",AC Level 2,0.1831,94.6,15.73,26.3,EVgo,17,"CHAdeMO, Tesla Proprietary, Type 2",2020,No,2.5,29,Monthly
EVST00607,52.456687,-0.903321,"8901 London St, Station Area",AC Level 2,0.1182,51.8,5.73,11.3,Tesla,24,"CCS, J1772, Tesla Proprietary",2015,No,4.1,16,Annual
EVST00608,48.840642,3.378257,"329 Paris St, Station Area",DC Fast,0.3398,72.9,1.76,45.3,EVgo,119,Tesla Proprietary,2012,Yes,3.9,1,Quarterly
EVST00609,26.549319,76.287873,"5254 New Delhi St, Station Area",AC Level 1,0.0978,83.0,9.11,16.9,EVgo,5,"CHAdeMO, Tesla Proprietary",2012,No,3.6,26,Annual
EVST00610,28.139603,74.79579,"1161 New Delhi St, Station Area",AC Level 1,0.0863,94.4,24.37,14.1,Electrify America,6,CHAdeMO,2024,No,4.1,10,Quarterly
EVST00611,29.161946,78.211833,"8945 New Delhi St, Station Area",AC Level 2,0.1839,79.7,16.32,18.7,Electrify America,26,"CCS, CHAdeMO, Tesla Proprietary",2013,No,3.5,21,Quarterly
EVST00612,36.595648,141.334942,"388 Tokyo St, Station Area",DC Fast,0.3094,91.2,3.07,30.0,Electrify America,103,"CCS, Tesla Proprietary, Type 2",2023,No,4.3,19,Bi-Annual
EVST00613,-34.080282,151.141807,"234 Sydney St, Station Area",AC Level 2,0.156,61.1,28.98,6.1,EVgo,22,"CHAdeMO, J1772",2014,Yes,4.0,11,Quarterly
EVST00614,37.973868,136.709032,"3289 Tokyo St, Station Area",DC Fast,0.3061,67.6,2.11,68.8,Electrify America,131,"CCS, J1772, Tesla Proprietary",2013,Yes,5.0,11,Monthly
EVST00615,-32.357534,152.268255,"2002 Sydney St, Station Area",DC Fast,0.1991,97.1,6.15,53.6,Blink,191,CHAdeMO,2019,Yes,3.9,16,Bi-Annual
EVST00616,48.471619,-0.137632,"4954 Paris St, Station Area",AC Level 2,0.1476,94.3,5.11,39.6,EVgo,26,J1772,2023,Yes,4.6,12,Quarterly
EVST00617,52.632583,0.335399,"2996 London St, Station Area",DC Fast,0.5620451593073141,77.9,15.62,163.7813631210789,Tesla,58,"CHAdeMO, J1772",2012,Yes,5.0,6,Quarterly
EVST00618,54.40809,-1.458996,"3563 London St, Station Area",DC Fast,0.2407,73.8,4.75,48.5,Electrify America,202,,2016,No,2.9,21,Bi-Annual
EVST00619,40.715627,-124.159159,"5649 San Francisco St, Station Area",AC Level 2,0.193,72.6,10.58,37.5,BP Pulse,19,"CHAdeMO, Tesla Proprietary",2021,Yes,3.8,20,Quarterly
EVST00620,35.9329,-123.082265,"5605 San Francisco St, Station Area",AC Level 2,0.1651,52.9,3.88,15.0,Blink,23,CHAdeMO,2012,No,3.8,18,Quarterly
EVST00621,34.2864,139.375354,"9348 Tokyo St, Station Area",DC Fast,0.2985,94.6,1.69,71.4,Shell Recharge,103,"CHAdeMO, J1772, Type 2",2014,Yes,4.5,22,Quarterly
EVST00622,37.903578,138.683988,"4806 Tokyo St, Station Area",DC Fast,0.2718,90.9,12.83,56.4,Blink,169,"CCS, J1772",2015,Yes,4.9,16,Monthly
EVST00623,36.187478,-121.536345,"5642 San Francisco St, Station Area",DC Fast,0.3148,72.8,5.92,60.7,Tesla,278,"CCS, J1772, Tesla Proprietary",2022,No,3.7,27,Quarterly
EVST00624,33.692388,138.981196,"6779 Tokyo St, Station Area",DC Fast,0.3496,64.0,12.98,29.6,Shell Recharge,156,"CCS, CHAdeMO, Type 2",2022,No,3.6,26,Monthly
EVST00625,48.127309,3.822486,"1742 Paris St, Station Area",AC Level 2,0.1252,67.1,6.04,18.0,Electrify America,20,"CHAdeMO, J1772",2021,No,4.4,29,Monthly
EVST00626,52.13774,0.29396,"6669 London St, Station Area",DC Fast,0.2998,56.2,3.35,52.1,Shell Recharge,138,J1772,2020,Yes,4.5,4,Bi-Annual
EVST00627,35.522605,138.603964,"8618 Tokyo St, Station Area",DC Fast,0.3434,86.1,3.9,47.1,Shell Recharge,77,Tesla Proprietary,2012,No,3.4,3,Monthly
EVST00628,34.700355,138.35139,"3181 Tokyo St, Station Area",AC Level 2,0.0919,77.8,37.19,31.0,Blink,29,"CCS, J1772, Type 2",2015,Yes,4.1,14,Monthly
EVST00629,47.845281,-0.119044,"1784 Paris St, Station Area",AC Level 1,0.0788,61.7,17.12,7.8,BP Pulse,8,"CCS, J1772, Type 2",2023,No,3.9,21,Bi-Annual
EVST00630,34.607694,140.0864,"3462 Tokyo St, Station Area",AC Level 2,0.1371,81.2,15.4,39.6,BP Pulse,17,"Tesla Proprietary, Type 2",2021,No,4.7,7,Bi-Annual
EVST00631,-35.188064,150.677419,"2750 Sydney St, Station Area",DC Fast,0.2933,99.0,11.65,29.6,EVgo,99,J1772,2015,Yes,4.9,4,Bi-Annual
EVST00632,54.929849,-3.686093,"5851 London St, Station Area",AC Level 2,0.135,56.1,1.45,50.8,ChargePoint,22,"CCS, Type 2",2021,No,4.2,2,Quarterly
EVST00633,36.122467,138.846728,"8636 Tokyo St, Station Area",DC Fast,0.3069,72.9,8.26,46.4,Blink,197,"CCS, Tesla Proprietary, Type 2",2021,No,3.2,17,Quarterly
EVST00634,37.006339,138.298749,"5964 Tokyo St, Station Area",AC Level 1,0.1185,74.7,5.59,16.3,Shell Recharge,5,CCS,2021,Yes,3.9,29,Annual
EVST00635,50.773784,2.235716,"1255 London St, Station Area",AC Level 2,0.1403,58.3,7.52,37.7,BP Pulse,28,"J1772, Tesla Proprietary, Type 2",2024,Yes,4.2,14,Monthly
EVST00636,-34.147735,148.655132,"3147 Sydney St, Station Area",AC Level 2,0.1588,76.6,4.23,20.1,Shell Recharge,22,"CHAdeMO, Tesla Proprietary",2019,No,3.7,22,Monthly
EVST00637,50.437069,-2.289826,"6892 London St, Station Area",AC Level 1,0.1199,80.3,16.06,15.1,EVgo,5,"CHAdeMO, J1772",2012,No,3.6,2,Monthly
EVST00638,47.529837,1.537154,"3303 London St, Station Area",DC Fast,0.2725,57.9,11.03,72.2,ChargePoint,127,Tesla Proprietary,2022,Yes,3.9,7,Bi-Annual
EVST00639,-35.935814,153.244445,"5863 Sydney St, Station Area",AC Level 2,0.2044,57.7,8.1,33.3,EVgo,31,"CCS, J1772, Tesla Proprietary",2012,Yes,3.5,20,Monthly
EVST00640,25.897972,76.091526,"6940 New Delhi St, Station Area",DC Fast,0.3003,92.8,3.8,17.3,EVgo,81,"CCS, Tesla Proprietary",2020,No,3.5,12,Quarterly
EVST00641,-37.243476,150.261171,"3292 Sydney St, Station Area",AC Level 2,0.5531878945476194,65.6,5.01,150.00693640012972,ChargePoint,18,CCS,2022,Yes,3.7,1,Quarterly
EVST00642,26.820862,78.133353,"6473 New Delhi St, Station Area",DC Fast,0.3375,81.5,7.66,67.9,ChargePoint,198,"CCS, J1772, Type 2",2013,No,3.6,7,Annual
EVST00643,30.601334,73.71835,"3981 New Delhi St, Station Area",AC Level 2,0.1592,81.3,0.1,15.8,ChargePoint,23,Tesla Proprietary,2022,No,3.9,24,Quarterly
EVST00644,35.609546,136.858509,"1351 Tokyo St, Station Area",AC Level 1,0.0787,92.0,5.68,22.8,ChargePoint,5,J1772,2022,Yes,4.4,20,Quarterly
EVST00645,-31.932954,150.7882,"3722 Sydney St, Station Area",AC Level 1,0.0675,87.0,10.8,10.0,Electrify America,9,CCS,2020,Yes,3.5,24,Annual
EVST00646,52.123874,2.197036,"4410 London St, Station Area",AC Level 1,0.0815,92.0,13.02,1.0,EVgo,9,"CCS, CHAdeMO, J1772",2016,No,4.6,11,Monthly
EVST00647,36.850038,138.996705,"24 Tokyo St, Station Area",AC Level 2,0.5524881625813286,81.3,4.31,151.91096379393693,EVgo,24,,2014,No,3.8,27,Quarterly
EVST00648,47.505255,2.503605,"8926 Paris St, Station Area",DC Fast,0.2993,72.5,3.95,45.1,Tesla,119,"J1772, Tesla Proprietary, Type 2",2021,Yes,4.0,27,Monthly
EVST00649,29.399826,78.909684,"5278 New Delhi St, Station Area",AC Level 2,0.5859992674813063,69.7,30.62,154.87593552100125,BP Pulse,20,CHAdeMO,2014,Yes,4.4,11,Monthly
EVST00650,29.706971,80.369327,"363 New Delhi St, Station Area",AC Level 2,0.1425,69.0,1.48,23.5,Electrify America,23,CHAdeMO,2020,No,2.7,7,Monthly
EVST00651,34.811229,138.785027,"8679 Tokyo St, Station Area",AC Level 2,0.1798,70.9,4.97,39.3,Tesla,15,"CCS, J1772, Tesla Proprietary",2014,No,3.9,28,Quarterly
EVST00652,49.695911,2.326945,"8550 Paris St, Station Area",AC Level 2,0.1868,56.5,5.04,42.7,Electrify America,29,"CHAdeMO, Type 2",2016,No,3.8,11,Monthly
EVST00653,52.356682,2.605283,"121 London St, Station Area",DC Fast,0.5631878407224102,71.2,8.31,198.7618844292002,Electrify America,235,"CCS, J1772",2018,Yes,4.2,15,Bi-Annual
EVST00654,-34.693129,148.926001,"1632 Sydney St, Station Area",AC Level 2,0.1299,69.5,6.96,37.8,Electrify America,21,Type 2,2014,No,3.7,28,Quarterly
EVST00655,47.172447,3.893572,"3638 Paris St, Station Area",DC Fast,0.319,51.7,6.95,32.1,EVgo,168,Tesla Proprietary,2022,No,3.6,8,Quarterly
EVST00656,47.080408,0.824727,"5072 Paris St, Station Area",DC Fast,0.3764,63.8,3.76,20.2,Tesla,209,"CCS, J1772",2021,Yes,4.6,26,Quarterly
EVST00657,-33.739042,151.363009,"7257 Sydney St, Station Area",AC Level 2,0.1844,87.6,11.37,32.7,EVgo,32,"CCS, J1772, Type 2",2012,No,3.2,5,Annual
EVST00658,49.347115,1.988271,"4243 Paris St, Station Area",AC Level 1,0.055,78.9,13.0,3.3,EVgo,10,CCS,2023,No,3.9,9,Quarterly
EVST00659,36.586111,-123.856417,"6116 San Francisco St, Station Area",AC Level 1,0.0747,90.3,12.55,1.0,Blink,4,"J1772, Tesla Proprietary, Type 2",2021,Yes,4.0,12,Monthly
EVST00660,51.547278,-1.602453,"102 London St, Station Area",AC Level 2,0.1221,77.1,4.95,21.4,Blink,20,"CCS, J1772, Tesla Proprietary",2022,No,3.3,15,Monthly
EVST00661,52.363206,0.286822,"6585 London St, Station Area",AC Level 2,0.142,92.7,7.25,28.5,EVgo,25,"Tesla Proprietary, Type 2",2019,No,3.2,8,Bi-Annual
EVST00662,-32.941514,152.702609,"9153 Sydney St, Station Area",DC Fast,0.3802,89.8,2.16,58.1,Tesla,125,"CHAdeMO, Tesla Proprietary",2020,No,3.6,26,Bi-Annual
EVST00663,40.10272,-122.614004,"5262 San Francisco St, Station Area",AC Level 2,0.1073,54.9,7.33,14.3,EVgo,31,"CHAdeMO, Tesla Proprietary, Type 2",2016,Yes,4.3,20,Quarterly
EVST00664,53.422871,-0.02263,"4549 London St, Station Area",AC Level 2,0.5692232497634327,98.9,7.26,178.50241471508738,ChargePoint,30,"Tesla Proprietary, Type 2",2014,No,3.8,20,Monthly
EVST00665,47.354663,3.208961,"2971 Paris St, Station Area",DC Fast,0.2586,50.7,4.64,66.3,Blink,109,"CCS, J1772, Tesla Proprietary",2015,No,3.6,22,Quarterly
EVST00666,-31.343421,149.751872,"9541 Sydney St, Station Area",AC Level 2,0.1586,79.8,26.93,9.6,EVgo,21,Tesla Proprietary,2016,No,3.9,19,Quarterly
EVST00667,48.060135,3.461739,"332 Paris St, Station Area",DC Fast,0.331,89.6,2.42,49.7,Electrify America,113,"CCS, Tesla Proprietary, Type 2",2015,Yes,4.7,19,Quarterly
EVST00668,30.181209,78.438015,"2867 New Delhi St, Station Area",AC Level 1,0.0887,66.6,0.4,13.1,Blink,7,"CCS, Tesla Proprietary, Type 2",2021,Yes,3.8,20,Monthly
EVST00669,28.71588,81.114439,"1387 New Delhi St, Station Area",AC Level 2,0.1853,79.9,25.33,17.5,ChargePoint,21,CCS,2018,No,3.9,21,Quarterly
EVST00670,37.156676,-122.983556,"8662 San Francisco St, Station Area",DC Fast,0.2118,68.1,15.57,53.3,ChargePoint,198,"CHAdeMO, Type 2",2017,No,4.1,27,Quarterly
EVST00671,25.902355,76.521877,"4826 New Delhi St, Station Area",DC Fast,0.3594,53.0,1.16,36.5,EVgo,106,"CCS, CHAdeMO, J1772",2021,Yes,4.0,6,Annual
EVST00672,48.599253,3.505649,"9223 Paris St, Station Area",DC Fast,0.2844,50.4,4.43,53.0,ChargePoint,19,Tesla Proprietary,2021,No,3.8,15,Monthly
EVST00673,46.517525,3.580856,"6651 Paris St, Station Area",AC Level 2,0.1719,54.7,1.42,20.6,EVgo,14,"Tesla Proprietary, Type 2",2024,Yes,3.6,6,Annual
EVST00674,39.225849,-123.222031,"5568 San Francisco St, Station Area",DC Fast,0.2338,54.9,6.99,33.5,Tesla,99,"CCS, CHAdeMO, Tesla Proprietary",2016,No,2.8,6,Quarterly
EVST00675,51.131789,1.747456,"5174 Paris St, Station Area",AC Level 2,0.1501,80.5,1.32,15.3,BP Pulse,19,CCS,2015,No,3.9,28,Quarterly
EVST00676,-35.064166,152.020996,"2027 Sydney St, Station Area",AC Level 2,0.1571,76.3,7.75,37.0,Tesla,23,J1772,2012,Yes,4.0,14,Bi-Annual
EVST00677,49.309556,1.110824,"5620 Paris St, Station Area",AC Level 1,0.1031,72.8,2.95,17.7,ChargePoint,5,"CCS, CHAdeMO",2014,No,3.5,21,Quarterly
EVST00678,36.686813,-123.035201,"6852 San Francisco St, Station Area",AC Level 2,0.1024,84.6,21.22,31.3,EVgo,16,"CHAdeMO, J1772",2019,No,,22,Monthly
EVST00679,47.913873,2.486589,"9652 Paris St, Station Area",AC Level 2,0.1509,50.8,4.86,22.4,Electrify America,17,"CCS, CHAdeMO",2022,No,3.3,1,Monthly
EVST00680,29.775642,78.702908,"5489 New Delhi St, Station Area",AC Level 1,0.57686814625935,63.5,7.87,189.9684266961464,Blink,5,"CHAdeMO, J1772, Type 2",2019,No,2.6,15,Bi-Annual
EVST00681,-33.926607,150.302402,"9387 Sydney St, Station Area",DC Fast,0.3253,88.9,2.81,62.2,BP Pulse,122,"Tesla Proprietary, Type 2",2024,No,3.3,6,Quarterly
EVST00682,40.384372,-125.182977,"9444 San Francisco St, Station Area",DC Fast,0.3389,95.5,5.05,26.2,EVgo,120,"CCS, Type 2",2020,No,2.8,10,Quarterly
EVST00683,27.890551,74.334104,"5225 New Delhi St, Station Area",DC Fast,0.3644,71.9,0.41,64.8,ChargePoint,184,"CCS, J1772, Tesla Proprietary",2023,Yes,4.3,6,Quarterly
EVST00684,30.112904,75.31988,"4392 New Delhi St, Station Area",AC Level 1,0.0693,54.1,2.64,7.7,Blink,5,Type 2,2015,No,3.2,20,Monthly
EVST00685,51.65352,-2.097552,"1427 London St, Station Area",DC Fast,0.3464,89.9,6.72,82.7,Shell Recharge,132,"CHAdeMO, Tesla Proprietary, Type 2",2016,Yes,4.6,4,Monthly
EVST00686,-32.675133,150.977384,"2685 Sydney St, Station Area",AC Level 1,0.1072,94.3,2.31,17.8,BP Pulse,6,"CCS, CHAdeMO",2022,Yes,3.5,14,Bi-Annual
EVST00687,35.005464,137.86698,"8790 Tokyo St, Station Area",AC Level 2,0.1007,70.7,1.36,32.9,Shell Recharge,26,"CCS, CHAdeMO, Type 2",2020,Yes,3.7,9,Quarterly
EVST00688,48.782262,1.298068,"1383 Paris St, Station Area",DC Fast,0.3306,62.2,0.27,43.8,Blink,142,"CHAdeMO, J1772",2018,No,3.2,28,Monthly
EVST00689,35.502952,138.489171,"3970 Tokyo St, Station Area",AC Level 1,0.0992,52.2,3.93,17.2,Electrify America,9,"CCS, CHAdeMO",2024,Yes,4.9,23,Quarterly
EVST00690,-35.122886,150.548538,"6985 Sydney St, Station Area",AC Level 1,0.0748,79.6,16.23,6.1,Blink,5,Tesla Proprietary,2021,Yes,3.6,11,Annual
EVST00691,29.607022,79.192756,"2406 New Delhi St, Station Area",AC Level 1,0.0558,95.5,9.91,6.0,EVgo,7,"J1772, Type 2",2015,Yes,4.2,9,Monthly
EVST00692,-32.893426,152.202221,"9740 Sydney St, Station Area",AC Level 2,0.1783,83.9,27.36,24.3,Electrify America,19,"CCS, J1772",2019,Yes,4.2,21,Monthly
EVST00693,29.504232,77.233194,"6494 New Delhi St, Station Area",DC Fast,0.24,65.9,9.84,66.0,BP Pulse,89,Type 2,2017,No,2.4,19,Quarterly
EVST00694,30.919348,76.517461,"284 New Delhi St, Station Area",AC Level 1,0.0764,82.1,3.64,13.7,EVgo,7,"CCS, CHAdeMO",2017,No,3.4,17,Monthly
EVST00695,39.948917,-123.069249,"2472 San Francisco St, Station Area",AC Level 1,0.0792,91.6,15.4,1.0,EVgo,10,CHAdeMO,2022,Yes,3.9,3,Monthly
EVST00696,50.944983,0.36382,"7403 London St, Station Area",AC Level 2,0.1715,73.8,11.27,37.2,Blink,18,J1772,2020,No,5.0,3,Monthly
EVST00697,-33.309222,152.085554,"8631 Sydney St, Station Area",AC Level 2,0.1312,91.0,5.1,22.5,EVgo,21,"CCS, Tesla Proprietary",2012,Yes,4.8,19,Monthly
EVST00698,47.921199,0.990774,"9268 Paris St, Station Area",DC Fast,0.2658,69.6,40.33,55.3,ChargePoint,84,"CHAdeMO, J1772, Type 2",2019,No,3.0,14,Quarterly
EVST00699,37.809933,-122.364679,"8510 San Francisco St, Station Area",DC Fast,0.3049,67.4,24.43,58.9,Shell Recharge,77,CCS,2020,No,3.4,25,Monthly
EVST00700,36.875276,-125.466829,"748 San Francisco St, Station Area",DC Fast,0.3503,79.1,1.0,64.6,ChargePoint,111,,2018,No,3.7,1,Quarterly
EVST00701,51.286705,2.669771,"7296 Paris St, Station Area",DC Fast,0.4144,73.2,25.09,18.5,Electrify America,128,Tesla Proprietary,2015,Yes,3.9,6,Bi-Annual
EVST00702,49.402147,3.495424,"1102 Paris St, Station Area",AC Level 2,0.1048,98.9,6.55,29.0,Blink,20,,2020,No,3.1,23,Monthly
EVST00703,51.180356,-0.547903,"766 London St, Station Area",DC Fast,0.3158,75.8,8.06,37.8,EVgo,139,"CCS, J1772, Tesla Proprietary",2024,No,3.4,29,Monthly
EVST00704,53.297828,2.59699,"6919 London St, Station Area",AC Level 2,0.1174,69.3,11.46,45.2,Blink,14,Type 2,2013,No,,22,Annual
EVST00705,34.518977,-123.741258,"4781 San Francisco St, Station Area",AC Level 1,0.1004,69.7,1.38,14.7,EVgo,6,"CHAdeMO, Tesla Proprietary",2019,Yes,4.0,1,Quarterly
EVST00706,45.835446,2.678361,"6479 Paris St, Station Area",DC Fast,0.2531,77.4,5.95,60.7,EVgo,175,J1772,2023,No,3.2,2,Quarterly
EVST00707,38.968658,-122.473137,"8514 San Francisco St, Station Area",AC Level 1,0.0665,67.7,1.48,1.2,Tesla,4,"Tesla Proprietary, Type 2",2017,No,3.3,26,Quarterly
EVST00708,48.947303,2.201753,"689 Paris St, Station Area",DC Fast,0.2705,86.1,4.52,9.6,BP Pulse,132,CCS,2016,No,3.5,15,Annual
EVST00709,36.051869,139.478817,"5275 Tokyo St, Station Area",DC Fast,0.2962,69.0,0.8,30.2,Blink,165,Type 2,2015,No,3.1,15,Monthly
EVST00710,33.686606,139.810958,"8343 Tokyo St, Station Area",DC Fast,0.3162,69.2,4.95,76.3,Tesla,111,"Tesla Proprietary, Type 2",2014,No,3.3,28,Monthly
EVST00711,-33.903651,152.481238,"4403 Sydney St, Station Area",AC Level 2,0.1645,80.8,1.65,14.3,Shell Recharge,24,CCS,2017,No,4.1,8,Bi-Annual
EVST00712,51.861864,4.418804,"5234 Paris St, Station Area",AC Level 2,0.1498,53.0,5.75,26.5,Blink,14,CHAdeMO,2022,Yes,4.3,9,Monthly
EVST00713,-32.632501,151.205925,"4978 Sydney St, Station Area",DC Fast,0.2335,82.8,8.47,60.1,Shell Recharge,194,J1772,2014,Yes,3.9,20,Quarterly
EVST00714,-33.61424,152.432274,"9071 Sydney St, Station Area",AC Level 2,0.566003204721494,75.2,22.83,199.25395080004103,BP Pulse,24,"CHAdeMO, Type 2",2015,No,4.3,27,Monthly
EVST00715,27.955319,76.15635,"499 New Delhi St, Station Area",AC Level 2,0.1484,72.7,7.31,26.1,Shell Recharge,22,Type 2,2024,Yes,4.3,11,Quarterly
EVST00716,-34.460659,152.358233,"8779 Sydney St, Station Area",DC Fast,0.5739393206624086,86.0,8.75,192.21339424445387,Tesla,206,"CHAdeMO, Tesla Proprietary",2024,No,2.9,5,Quarterly
EVST00717,45.662803,1.209213,"8163 Paris St, Station Area",DC Fast,0.2646,87.9,0.14,52.5,Electrify America,134,"CCS, CHAdeMO, J1772",2014,No,3.5,2,Quarterly
EVST00718,36.062661,141.28629,"8124 Tokyo St, Station Area",DC Fast,0.2199,92.3,7.7,42.7,EVgo,119,"CHAdeMO, Tesla Proprietary",2017,No,3.2,1,Quarterly
EVST00719,52.775625,3.188161,"4123 London St, Station Area",AC Level 1,0.0793,68.7,4.31,20.5,Tesla,10,"CCS, Tesla Proprietary",2017,Yes,3.9,11,Monthly
EVST00720,46.493171,2.169074,"5158 Paris St, Station Area",AC Level 2,0.1889,66.4,7.13,54.1,BP Pulse,31,"CCS, J1772",2015,No,3.5,16,Monthly
EVST00721,36.782775,-125.708215,"3690 San Francisco St, Station Area",AC Level 2,0.1548,85.7,2.12,30.1,Blink,19,"CCS, J1772, Tesla Proprietary",2013,No,3.7,15,Bi-Annual
EVST00722,26.877703,76.386891,"2517 New Delhi St, Station Area",AC Level 1,0.076,79.1,4.32,31.7,Electrify America,7,"CHAdeMO, J1772, Type 2",2012,No,3.6,7,Monthly
EVST00723,27.165873,79.056813,"8753 New Delhi St, Station Area",AC Level 2,0.1239,81.6,16.97,17.6,EVgo,27,Type 2,2019,No,2.8,20,Quarterly
EVST00724,37.855122,-121.589785,"5059 San Francisco St, Station Area",AC Level 2,0.2027,77.8,7.67,36.5,ChargePoint,22,"CCS, CHAdeMO, Type 2",2012,Yes,5.0,26,Quarterly
EVST00725,-36.995403,151.58267,"7233 Sydney St, Station Area",AC Level 1,0.0594,88.6,13.28,11.7,Tesla,8,CHAdeMO,2020,No,4.1,7,Quarterly
EVST00726,38.696306,-120.906397,"1008 San Francisco St, Station Area",AC Level 2,0.1282,59.5,5.61,35.2,Electrify America,26,"CCS, J1772, Tesla Proprietary",2013,Yes,3.6,20,Quarterly
EVST00727,-32.738017,151.93598,"7888 Sydney St, Station Area",AC Level 2,0.1671,77.8,1.12,28.5,Tesla,19,CHAdeMO,2014,No,3.8,16,Bi-Annual
EVST00728,37.398246,-120.592812,"6588 San Francisco St, Station Area",AC Level 2,0.0943,57.9,0.1,22.9,Shell Recharge,24,CHAdeMO,2012,Yes,,20,Quarterly
EVST00729,31.955137,141.029436,"9975 Tokyo St, Station Area",AC Level 2,0.1882,70.4,5.49,31.2,Blink,22,"CCS, CHAdeMO, J1772",2017,Yes,3.8,1,Monthly
EVST00730,47.361972,4.634751,"1340 Paris St, Station Area",DC Fast,0.3312,83.2,6.65,55.4,BP Pulse,89,Type 2,2016,Yes,4.2,20,Annual
EVST00731,-32.019447,151.747494,"5400 Sydney St, Station Area",AC Level 2,0.177,74.7,3.03,43.6,Tesla,17,"CCS, CHAdeMO",2016,Yes,4.3,22,Monthly
EVST00732,31.509209,141.008189,"5111 Tokyo St, Station Area",DC Fast,0.3279,69.0,6.34,68.8,Electrify America,117,"CHAdeMO, J1772, Type 2",2016,No,3.6,20,Bi-Annual
EVST00733,28.092615,76.748309,"5383 New Delhi St, Station Area",AC Level 1,0.0768,94.2,12.26,26.4,Blink,9,"J1772, Tesla Proprietary",2024,No,3.4,25,Monthly
EVST00734,-35.638801,150.307109,"544 Sydney St, Station Area",AC Level 2,0.1181,88.6,4.52,37.3,EVgo,27,J1772,2017,Yes,3.6,22,Quarterly
EVST00735,52.714255,2.432351,"4731 London St, Station Area",AC Level 2,0.1458,76.3,9.99,19.7,Shell Recharge,26,,2022,Yes,4.5,29,Quarterly
EVST00736,-34.881471,151.533607,"2995 Sydney St, Station Area",AC Level 2,0.1207,97.5,24.91,20.0,ChargePoint,24,Type 2,2015,No,4.4,20,Monthly
EVST00737,-33.262869,152.416621,"6173 Sydney St, Station Area",AC Level 2,0.1646,71.2,14.11,38.9,EVgo,24,"CHAdeMO, J1772",2018,Yes,4.2,13,Bi-Annual
EVST00738,36.524391,139.83591,"2321 Tokyo St, Station Area",DC Fast,0.3403,89.4,3.93,28.4,Electrify America,164,CHAdeMO,2012,No,4.2,25,Monthly
EVST00739,-31.114461,150.329527,"4350 Sydney St, Station Area",DC Fast,0.3738,58.4,2.08,43.4,Electrify America,170,"CHAdeMO, J1772, Tesla Proprietary",2015,Yes,3.5,21,Quarterly
EVST00740,28.309487,77.225474,"6200 New Delhi St, Station Area",AC Level 2,0.1612,64.3,6.44,25.8,Shell Recharge,24,J1772,2012,No,3.1,17,Bi-Annual
EVST00741,-33.304733,153.363291,"641 Sydney St, Station Area",AC Level 2,0.1777,66.9,15.95,19.6,Electrify America,15,"CCS, J1772, Type 2",2012,No,3.1,17,Quarterly
EVST00742,-36.096383,152.04216,"7867 Sydney St, Station Area",DC Fast,0.2851,55.3,8.88,37.0,BP Pulse,110,"CCS, CHAdeMO, Tesla Proprietary",2014,Yes,4.2,11,Quarterly
EVST00743,50.64222,-0.21501,"7156 Paris St, Station Area",AC Level 2,0.1357,75.1,21.59,22.6,EVgo,17,"CCS, CHAdeMO, Tesla Proprietary",2014,No,3.7,18,Quarterly
EVST00744,50.366637,-0.450667,"573 London St, Station Area",AC Level 2,0.1642,59.6,22.86,32.1,Tesla,28,"CHAdeMO, Type 2",2016,No,3.3,14,Monthly
EVST00745,-34.709931,153.882741,"648 Sydney St, Station Area",DC Fast,0.2807,81.7,5.33,47.9,Shell Recharge,233,"J1772, Type 2",2021,No,3.1,4,Annual
EVST00746,35.642828,139.329605,"8502 Tokyo St, Station Area",AC Level 2,0.1581,59.5,12.24,31.0,Electrify America,11,Tesla Proprietary,2013,No,,13,Quarterly
EVST00747,46.512273,-0.348518,"2833 Paris St, Station Area",DC Fast,0.2469,56.2,5.39,104.2,ChargePoint,228,Tesla Proprietary,2019,No,4.6,28,Quarterly
